Card,Data da alteração,Objeto alterado,Valor anterior,Valor posterior
111049,2025-11-17,status,Lista de desejos,Backlog
111049,2025-11-20,status,Backlog,Triage
111049,2025-11-24,status,Triage,For Refinement
111049,2025-11-28,status,For Refinement,In Refinement
111049,2025-12-02,status,In Refinement,In Progress
111049,2025-12-05,status,In Progress,Done
117791,2025-06-29,status,Lista de desejos,Backlog
117791,2025-07-03,status,Backlog,Triage
117791,2025-07-07,status,Triage,For Refinement
117791,2025-07-12,status,For Refinement,In Refinement
117791,2025-07-16,status,In Refinement,In Progress
117791,2025-07-20,status,In Progress,Done
100450,2025-10-06,status,Backlog,Triage
100450,2025-10-12,status,Triage,For Refinement
100450,2025-10-19,status,For Refinement,In Refinement
100450,2025-10-25,status,In Refinement,For Technical Analysis
100450,2025-10-31,status,For Technical Analysis,In Technical Analysis
100450,2025-11-07,status,In Technical Analysis,Ready for Development
100450,2025-11-13,status,Ready for Development,In Development
116768,2025-07-09,status,Backlog,Triage
116768,2025-07-16,status,Triage,For Refinement
116768,2025-07-23,status,For Refinement,In Refinement
116768,2025-07-30,status,In Refinement,For Technical Analysis
116768,2025-08-06,status,For Technical Analysis,In Technical Analysis
116768,2025-08-13,status,In Technical Analysis,Ready for Development
122865,2025-04-03,status,Backlog,Triage
122865,2025-04-11,status,Triage,For Refinement
122865,2025-04-18,status,For Refinement,In Refinement
107002,2025-04-10,status,Lista de desejos,Backlog
107002,2025-04-12,status,Backlog,Triage
107002,2025-04-14,status,Triage,For Refinement
107002,2025-04-16,status,For Refinement,In Refinement
107002,2025-04-18,status,In Refinement,In Progress
107002,2025-04-20,status,In Progress,Done
107002,2025-04-22,status,Done,Canceled
122372,2025-08-06,status,Backlog,Triage
122372,2025-08-07,status,Triage,For Refinement
122372,2025-08-09,status,For Refinement,In Refinement
122372,2025-08-11,status,In Refinement,For Technical Analysis
122372,2025-08-12,status,For Technical Analysis,In Technical Analysis
122372,2025-08-14,status,In Technical Analysis,Ready for Development
122372,2025-08-16,status,Ready for Development,In Development
122372,2025-08-17,status,In Development,For Release
104171,2025-12-20,status,Lista de desejos,Backlog
104171,2025-12-24,status,Backlog,Triage
104171,2025-12-27,status,Triage,For Refinement
104171,2025-12-30,status,For Refinement,In Refinement
104171,2026-01-02,status,In Refinement,In Progress
104171,2026-01-06,status,In Progress,Done
106511,2025-07-18,status,Backlog,Triage
106511,2025-08-02,status,Triage,For Refinement
106511,2025-08-17,status,For Refinement,In Refinement
110745,2025-03-20,status,Lista de desejos,Backlog
110745,2025-03-22,status,Backlog,Triage
110745,2025-03-25,status,Triage,For Refinement
110745,2025-03-28,status,For Refinement,In Refinement
110745,2025-03-31,status,In Refinement,In Progress
110745,2025-04-02,status,In Progress,Done
100963,2025-06-24,status,Lista de desejos,Backlog
100963,2025-06-26,status,Backlog,Triage
100963,2025-06-28,status,Triage,For Refinement
100963,2025-07-01,status,For Refinement,In Refinement
100963,2025-07-03,status,In Refinement,In Progress
100963,2025-07-05,status,In Progress,Done
114519,2025-09-21,status,Backlog,Triage
114519,2025-09-24,status,Triage,For Refinement
114519,2025-09-26,status,For Refinement,In Refinement
114519,2025-09-29,status,In Refinement,For Technical Analysis
114519,2025-10-02,status,For Technical Analysis,In Technical Analysis
114519,2025-10-05,status,In Technical Analysis,Ready for Development
114519,2025-10-07,status,Ready for Development,In Development
114519,2025-10-10,status,In Development,For Release
124070,2025-12-26,status,Backlog,Triage
124070,2026-01-05,status,Triage,For Refinement
124070,2026-01-16,status,For Refinement,In Refinement
124070,2026-01-26,status,In Refinement,For Technical Analysis
115713,2025-03-30,status,Lista de desejos,Backlog
115713,2025-04-03,status,Backlog,Triage
115713,2025-04-07,status,Triage,For Refinement
115713,2025-04-10,status,For Refinement,In Refinement
115713,2025-04-14,status,In Refinement,In Progress
115713,2025-04-18,status,In Progress,Done
108449,2025-07-31,status,Lista de desejos,Backlog
108449,2025-08-04,status,Backlog,Triage
108449,2025-08-07,status,Triage,For Refinement
108449,2025-08-11,status,For Refinement,In Refinement
108449,2025-08-14,status,In Refinement,In Progress
108449,2025-08-17,status,In Progress,Done
108449,2025-08-21,status,Done,Canceled
106483,2025-09-04,status,Lista de desejos,Backlog
106483,2025-09-06,status,Backlog,Triage
106483,2025-09-08,status,Triage,For Refinement
106483,2025-09-09,status,For Refinement,In Refinement
106483,2025-09-11,status,In Refinement,In Progress
106483,2025-09-13,status,In Progress,Done
113017,2025-12-04,status,Lista de desejos,Backlog
113017,2025-12-07,status,Backlog,Triage
113017,2025-12-11,status,Triage,For Refinement
113017,2025-12-14,status,For Refinement,In Refinement
113017,2025-12-18,status,In Refinement,In Progress
113017,2025-12-21,status,In Progress,Done
119137,2025-06-11,status,Lista de desejos,Backlog
101362,2025-03-17,status,Lista de desejos,Backlog
101362,2025-03-18,status,Backlog,Triage
101362,2025-03-20,status,Triage,For Refinement
101362,2025-03-21,status,For Refinement,In Refinement
101362,2025-03-23,status,In Refinement,In Progress
101362,2025-03-24,status,In Progress,Done
107685,2025-06-23,status,Backlog,Triage
107685,2025-07-01,status,Triage,For Refinement
113710,2026-01-01,status,Lista de desejos,Backlog
113710,2026-01-03,status,Backlog,Triage
113710,2026-01-05,status,Triage,For Refinement
113710,2026-01-08,status,For Refinement,In Refinement
113710,2026-01-10,status,In Refinement,In Progress
113710,2026-01-12,status,In Progress,Done
109402,2025-04-12,status,Lista de desejos,Backlog
109402,2025-04-14,status,Backlog,Triage
109402,2025-04-17,status,Triage,For Refinement
109402,2025-04-19,status,For Refinement,In Refinement
109402,2025-04-22,status,In Refinement,In Progress
109402,2025-04-24,status,In Progress,Done
103577,2025-09-22,status,Lista de desejos,Backlog
103577,2025-09-25,status,Backlog,Triage
103577,2025-09-27,status,Triage,For Refinement
103577,2025-09-30,status,For Refinement,In Refinement
103577,2025-10-02,status,In Refinement,In Progress
103577,2025-10-05,status,In Progress,Done
118831,2025-02-03,status,Lista de desejos,Backlog
118831,2025-02-05,status,Backlog,Triage
118831,2025-02-07,status,Triage,For Refinement
118831,2025-02-09,status,For Refinement,In Refinement
118831,2025-02-12,status,In Refinement,In Progress
118831,2025-02-14,status,In Progress,Done
118831,2025-02-16,status,Done,Canceled
111792,2025-05-19,status,Lista de desejos,Backlog
111792,2025-05-22,status,Backlog,Triage
111792,2025-05-24,status,Triage,For Refinement
111792,2025-05-27,status,For Refinement,In Refinement
111792,2025-05-29,status,In Refinement,In Progress
111792,2025-06-01,status,In Progress,Done
110528,2025-05-16,status,Lista de desejos,Backlog
110528,2025-05-19,status,Backlog,Triage
110528,2025-05-23,status,Triage,For Refinement
110528,2025-05-27,status,For Refinement,In Refinement
110528,2025-05-31,status,In Refinement,In Progress
110528,2025-06-03,status,In Progress,Done
122205,2025-05-14,status,Lista de desejos,Backlog
122205,2025-05-17,status,Backlog,Triage
122205,2025-05-20,status,Triage,For Refinement
122205,2025-05-22,status,For Refinement,In Refinement
122205,2025-05-25,status,In Refinement,In Progress
122205,2025-05-28,status,In Progress,Done
122558,2025-08-30,status,Lista de desejos,Backlog
122558,2025-09-04,status,Backlog,Triage
122558,2025-09-08,status,Triage,For Refinement
122558,2025-09-12,status,For Refinement,In Refinement
122558,2025-09-16,status,In Refinement,In Progress
122558,2025-09-21,status,In Progress,Done
123710,2025-06-18,status,Lista de desejos,Backlog
123710,2025-06-19,status,Backlog,Triage
123710,2025-06-20,status,Triage,For Refinement
123710,2025-06-22,status,For Refinement,In Refinement
123710,2025-06-24,status,In Refinement,In Progress
123710,2025-06-25,status,In Progress,Done
123710,2025-06-26,status,Done,Canceled
119910,2025-04-08,status,Lista de desejos,Backlog
119910,2025-04-10,status,Backlog,Triage
119910,2025-04-12,status,Triage,For Refinement
119910,2025-04-14,status,For Refinement,In Refinement
119910,2025-04-16,status,In Refinement,In Progress
119910,2025-04-18,status,In Progress,Done
111728,2025-07-12,status,Backlog,Triage
117658,2025-09-09,status,Backlog,Triage
117658,2025-09-14,status,Triage,For Refinement
117658,2025-09-19,status,For Refinement,In Refinement
117658,2025-09-24,status,In Refinement,For Technical Analysis
111581,2025-09-28,status,Backlog,Triage
111581,2025-10-06,status,Triage,For Refinement
111581,2025-10-14,status,For Refinement,In Refinement
111581,2025-10-22,status,In Refinement,For Technical Analysis
102805,2025-04-14,status,Lista de desejos,Backlog
102805,2025-04-18,status,Backlog,Triage
102805,2025-04-22,status,Triage,For Refinement
102805,2025-04-27,status,For Refinement,In Refinement
102805,2025-05-01,status,In Refinement,In Progress
102805,2025-05-05,status,In Progress,Done
100432,2025-07-23,status,Lista de desejos,Backlog
100432,2025-07-28,status,Backlog,Triage
100432,2025-08-01,status,Triage,For Refinement
100432,2025-08-05,status,For Refinement,In Refinement
100432,2025-08-09,status,In Refinement,In Progress
100432,2025-08-14,status,In Progress,Done
113077,2025-04-29,status,Lista de desejos,Backlog
113077,2025-05-01,status,Backlog,Triage
113077,2025-05-04,status,Triage,For Refinement
113077,2025-05-06,status,For Refinement,In Refinement
113077,2025-05-09,status,In Refinement,In Progress
113077,2025-05-11,status,In Progress,Done
122648,2025-10-10,status,Lista de desejos,Backlog
122648,2025-10-13,status,Backlog,Triage
122648,2025-10-16,status,Triage,For Refinement
122648,2025-10-20,status,For Refinement,In Refinement
122648,2025-10-23,status,In Refinement,In Progress
122648,2025-10-26,status,In Progress,Done
107200,2025-06-03,status,Lista de desejos,Backlog
107200,2025-06-05,status,Backlog,Triage
107200,2025-06-07,status,Triage,For Refinement
107200,2025-06-09,status,For Refinement,In Refinement
107200,2025-06-11,status,In Refinement,In Progress
107200,2025-06-13,status,In Progress,Done
116254,2025-09-18,status,Backlog,Triage
116254,2025-10-05,status,Triage,For Refinement
120862,2025-05-28,status,Backlog,Triage
120862,2025-06-06,status,Triage,For Refinement
120862,2025-06-14,status,For Refinement,In Refinement
120862,2025-06-23,status,In Refinement,For Technical Analysis
120862,2025-07-01,status,For Technical Analysis,In Technical Analysis
120862,2025-07-10,status,In Technical Analysis,Ready for Development
104188,2025-04-17,status,Backlog,Triage
104188,2025-04-20,status,Triage,For Refinement
104188,2025-04-22,status,For Refinement,In Refinement
104188,2025-04-25,status,In Refinement,For Technical Analysis
101877,2025-09-22,status,Lista de desejos,Backlog
101877,2025-10-05,status,Backlog,Triage
110236,2025-01-20,status,Lista de desejos,Backlog
110236,2025-01-23,status,Backlog,Triage
110236,2025-01-27,status,Triage,For Refinement
110236,2025-01-30,status,For Refinement,In Refinement
110236,2025-02-03,status,In Refinement,In Progress
110236,2025-02-06,status,In Progress,Done
102496,2025-08-02,status,Lista de desejos,Backlog
102496,2025-08-04,status,Backlog,Triage
102496,2025-08-05,status,Triage,For Refinement
102496,2025-08-07,status,For Refinement,In Refinement
102496,2025-08-08,status,In Refinement,In Progress
102496,2025-08-10,status,In Progress,Done
109229,2025-06-03,status,Lista de desejos,Backlog
109229,2025-06-05,status,Backlog,Triage
109229,2025-06-08,status,Triage,For Refinement
109229,2025-06-11,status,For Refinement,In Refinement
109229,2025-06-14,status,In Refinement,In Progress
109229,2025-06-16,status,In Progress,Done
104656,2025-07-29,status,Lista de desejos,Backlog
104656,2025-08-02,status,Backlog,Triage
104656,2025-08-05,status,Triage,For Refinement
104656,2025-08-09,status,For Refinement,In Refinement
104656,2025-08-13,status,In Refinement,In Progress
104656,2025-08-16,status,In Progress,Done
104656,2025-08-20,status,Done,Canceled
119381,2025-04-06,status,Lista de desejos,Backlog
119381,2025-04-09,status,Backlog,Triage
119381,2025-04-11,status,Triage,For Refinement
119381,2025-04-14,status,For Refinement,In Refinement
119381,2025-04-16,status,In Refinement,In Progress
119381,2025-04-19,status,In Progress,Done
105127,2025-07-05,status,Backlog,Triage
105127,2025-07-11,status,Triage,For Refinement
105127,2025-07-17,status,For Refinement,In Refinement
105127,2025-07-23,status,In Refinement,For Technical Analysis
105127,2025-07-29,status,For Technical Analysis,In Technical Analysis
100608,2025-02-09,status,Lista de desejos,Backlog
100608,2025-02-12,status,Backlog,Triage
100608,2025-02-14,status,Triage,For Refinement
100608,2025-02-17,status,For Refinement,In Refinement
100608,2025-02-19,status,In Refinement,In Progress
100608,2025-02-22,status,In Progress,Done
105852,2025-07-02,status,Lista de desejos,Backlog
105852,2025-07-05,status,Backlog,Triage
105852,2025-07-08,status,Triage,For Refinement
105852,2025-07-10,status,For Refinement,In Refinement
105852,2025-07-13,status,In Refinement,In Progress
105852,2025-07-16,status,In Progress,Done
108863,2025-03-26,status,Backlog,Triage
108863,2025-04-11,status,Triage,For Refinement
122824,2025-08-28,status,Lista de desejos,Backlog
122824,2025-08-31,status,Backlog,Triage
122824,2025-09-02,status,Triage,For Refinement
122824,2025-09-05,status,For Refinement,In Refinement
122824,2025-09-07,status,In Refinement,In Progress
122824,2025-09-10,status,In Progress,Done
109793,2025-04-09,status,Backlog,Triage
109793,2025-04-13,status,Triage,For Refinement
109793,2025-04-18,status,For Refinement,In Refinement
109793,2025-04-22,status,In Refinement,For Technical Analysis
109793,2025-04-26,status,For Technical Analysis,In Technical Analysis
109793,2025-04-30,status,In Technical Analysis,Ready for Development
109793,2025-05-04,status,Ready for Development,In Development
109793,2025-05-08,status,In Development,For Release
109793,2025-05-13,status,For Release,Waiting Information
109793,2025-05-17,status,Waiting Information,Information Sent
124606,2025-10-13,status,Lista de desejos,Backlog
124606,2025-10-16,status,Backlog,Triage
124606,2025-10-19,status,Triage,For Refinement
124606,2025-10-21,status,For Refinement,In Refinement
124606,2025-10-24,status,In Refinement,In Progress
124606,2025-10-27,status,In Progress,Done
103172,2025-08-20,status,Lista de desejos,Backlog
103172,2025-08-23,status,Backlog,Triage
103172,2025-08-25,status,Triage,For Refinement
103172,2025-08-27,status,For Refinement,In Refinement
103172,2025-08-29,status,In Refinement,In Progress
103172,2025-09-01,status,In Progress,Done
116988,2025-08-20,status,Lista de desejos,Backlog
